t,Result
0,0
0.5,4.58792791902e-13
1,1.36361617425e-09
1.5,8.09638104802e-08
2,1.07745905402e-06
2.5,6.64034411316e-06
3,2.58423097252e-05
3.5,7.44639578525e-05
4,0.00017410884648
4.5,0.000349736164989
5,0.00062672345144
5.5,0.00102836460765
6,0.00157428509065
6.5,0.00227989218902
7,0.00315674877795
7.5,0.00421362849713
8,0.00545795350141
8.5,0.00689731061631
9,0.00854077829164
9.5,0.0103998652772
10,0.0124889491273
10.5,0.0148251927228
11,0.0174279952593
11.5,0.0203180901819
12,0.0235164318411
12.5,0.0270430163626
13,0.0309157656185
13.5,0.0351495735249
14,0.0397555785933
14.5,0.0447406919391
15,0.0501073801423
15.5,0.0558536798304
16,0.0619734062595
16.5,0.0684565109348
17,0.0752895420939
17.5,0.0824561650557
18,0.0899377053874
18.5,0.0977136851522
19,0.105762330093
19.5,0.114061032705
20,0.122586762318
20.5,0.131316418305
21,0.140227126354
21.5,0.149296480442
22,0.158502734928
22.5,0.167824952139
23,0.177243111241
23.5,0.186738184156
24,0.196292183964
24.5,0.205888190747
25,0.215510359268
25.5,0.225143912269
26,0.234775122607
26.5,0.2443912869
27,0.253980692884
27.5,0.263532582264
28,0.273037110475
28.5,0.282485304505
29,0.291869019647
29.5,0.301180895884
30,0.310414314426
30.5,0.319563354808
31,0.328622752863
31.5,0.337587859765
32,0.346454602341
32.5,0.355219444736
33,0.363879351533
33.5,0.372431752363
34,0.380874508034
34.5,0.389205878194
35,0.397424490523
35.5,0.405529311439
36,0.41351961829
36.5,0.421394973019
37,0.429155197256
37.5,0.436800348807
38,0.444330699492
38.5,0.451746714308
39,0.459049031853
39.5,0.466238445978
40,0.473315888623
40.5,0.480282413785
41,0.487139182572
41.5,0.493887449311
42,0.50052854864
42.5,0.507063883559
43,0.513494914392
43.5,0.519823148602
44,0.52605013144
44.5,0.532177437356
45,0.538206662163
45.5,0.544139415887
46,0.549977316273
46.5,0.555721982921
47,0.561375031992
47.5,0.566938071467
48,0.572412696921
48.5,0.577800487769
49,0.583103003967
49.5,0.588321783124
50,0.593458338009
50.5,0.59851415441
51,0.603490689329
51.5,0.608389369493
52,0.613211590132
52.5,0.617958714036
53,0.622632070835
53.5,0.627232956507
54,0.631762633082
54.5,0.636222328524
55,0.640613236775
55.5,0.644936517953
56,0.649193298668
56.5,0.653384672466
57,0.657511700369
57.5,0.661575411508
58,0.665576803834
58.5,0.669516844896
59,0.673396472678
59.5,0.67721659648
60,0.680978097842
60.5,0.684681831501
61,0.688328626362
61.5,0.6919192865
62,0.695454592161
62.5,0.698935300777
63,0.702362147972
63.5,0.705735848572
64,0.709057097602
64.5,0.71232657127
65,0.715544927938
65.5,0.718712809075
66,0.72183084018
66.5,0.724899631696
67,0.727919779885
67.5,0.730891867685
68,0.733816465531
68.5,0.736694132157
69,0.739525415353
69.5,0.742310852705
70,0.745050972296
70.5,0.747746293372
71,0.750397326985
71.5,0.753004576597
72,0.755568538652
72.5,0.75808970312
73,0.760568554008
73.5,0.763005569835
74,0.76540122409
74.5,0.767755985641
75,0.770070319133
75.5,0.772344685347
76,0.774579541534
76.5,0.776775341725
77,0.778932537008
77.5,0.781051575792
78,0.783132904032
78.5,0.785176965448
79,0.787184201703
79.5,0.789155052577
80,0.791089956112
80.5,0.792989348735
81,0.794853665375
81.5,0.796683339548
82,0.798478803434
82.5,0.800240487942
83,0.801968822748
83.5,0.803664236335
84,0.805327156008
84.5,0.806958007899
85,0.808557216973
85.5,0.810125207005
86,0.811662400561
86.5,0.813169218968
87,0.814646082273
87.5,0.816093409196
88,0.817511617078
88.5,0.818901121821
89,0.820262337827
89.5,0.821595677924
90,0.822901553299
90.5,0.824180373418
91,0.825432545948
91.5,0.826658476678
92,0.827858569431
92.5,0.829033225981
93,0.830182845967
93.5,0.831307826808
94,0.83240856361
94.5,0.833485449084
95,0.834538873458
95.5,0.835569224388
96,0.836576886876
96.5,0.837562243181
97,0.838525672741
97.5,0.839467552089
98,0.840388254772
98.5,0.841288151278
99,0.842167608954
99.5,0.843026991939
100,0.843866661089
100.5,0.844686973912
101,0.845488284499
101.5,0.846270943464
102,0.847035297885
102.5,0.847781691243
103,0.84851046337
103.5,0.849221950399
104,0.849916484715
104.5,0.850594394911
105,0.851256005743
105.5,0.851901638094
106,0.852531608939
106.5,0.853146231309
107,0.853745814263
107.5,0.854330662864
108,0.85490107815
108.5,0.855457357117
109,0.855999792702
109.5,0.856528673764
110,0.857044285077
110.5,0.857546907314
111,0.858036817049
111.5,0.858514286747
112,0.858979584763
112.5,0.859432975345
113,0.859874718638
113.5,0.860305070687
114,0.860724283451
114.5,0.861132604805
115,0.861530278562
115.5,0.861917544481
116,0.862294638289
116.5,0.862661791694
117,0.863019232412
117.5,0.863367184186
118,0.863705866809
118.5,0.864035496154
119,0.864356284199
119.5,0.864668439055
120,0.864972164997
120.5,0.8652676625
121,0.865555128265
121.5,0.865834755258
122,0.866106732743
122.5,0.866371246322
123,0.866628477967
123.5,0.866878606065
124,0.867121805451
124.5,0.867358247452
125,0.867588099927
125.5,0.867811527308
126,0.868028690643
126.5,0.868239747639
127,0.868444852703
127.5,0.868644156989
128,0.86883780844
128.5,0.869025951834
129,0.869208728827
129.5,0.869386278001
130,0.869558734906
130.5,0.869726232106
131,0.86988889923
131.5,0.87004686301
132,0.870200247331
132.5,0.870349173277
133,0.870493759176
133.5,0.870634120645
134,0.870770370637
134.5,0.870902619486
135,0.871030974953
135.5,0.871155542269
136,0.871276424183
136.5,0.871393721005
137,0.87150753065
137.5,0.871617948685
138,0.871725068368
138.5,0.871828980699
139,0.871929774454
139.5,0.872027536236
140,0.872122350514
140.5,0.872214299662
141,0.872303464008
141.5,0.87238992187
142,0.872473749597
142.5,0.872555021611
143,0.872633810446
143.5,0.872710186787
144,0.872784219512
144.5,0.872855975726
145,0.8729255208
145.5,0.872992918412
146,0.873058230578
146.5,0.873121517694
147,0.87318283857
147.5,0.873242250461
148,0.873299809109
148.5,0.873355568773
149,0.873409582263
149.5,0.873461900973
150,0.873512574915
150.5,0.873561652751
151,0.873609181822
151.5,0.873655208183
152,0.873699776631
152.5,0.873742930733
153,0.873784712861
153.5,0.873825164214
154,0.873864324854
154.5,0.873902233726
155,0.873938928691
155.5,0.873974446549
156,0.874008823069
156.5,0.874042093012
157,0.874074290155
157.5,0.87410544732
158,0.874135596395
158.5,0.874164768357
159,0.874192993299
159.5,0.87422030045
160,0.874246718195
160.5,0.874272274103
161,0.874296994943
161.5,0.874320906707
162,0.874344034631
162.5,0.874366403211
163,0.87438803623
163.5,0.874408956769
164,0.874429187231
164.5,0.874448749356
165,0.874467664243
165.5,0.874485952362
166,0.874503633575
166.5,0.874520727151
167,0.874537251783
167.5,0.874553225602
168,0.874568666196
168.5,0.87458359062
169,0.874598015416
169.5,0.874611956625
170,0.874625429797
170.5,0.874638450015
171,0.874651031896
171.5,0.874663189614
172,0.874674936906
172.5,0.874686287088
173,0.874697253066
173.5,0.874707847349
174,0.874718082055
174.5,0.874727968932
175,0.874737519358
175.5,0.874746744359
176,0.874755654618
176.5,0.874764260482
177,0.874772571975
177.5,0.874780598806
178,0.874788350372
178.5,0.87479583576
179,0.874803063694
179.5,0.874810042352
180,0.874816778788
180.5,0.874823277433
181,0.874829536841
181.5,0.874835543854
182,0.874841265355
182.5,0.874846640168
183,0.874851576549
183.5,0.874855961688
184,0.874859685772
184.5,0.874862674827
185,0.874864918734
185.5,0.874866480341
186,0.87486748053
186.5,0.874868066722
187,0.874868379699
187.5,0.874868531412
188,0.87486859801
188.5,0.874868624433
189,0.874868633895
189.5,0.874868636951
190,0.874868637839
190.5,0.874868638072
191,0.874868638127
191.5,0.874868638139
192,0.874868638141
192.5,0.874868638141
193,0.874868638141
193.5,0.874868638141
194,0.874868638141
194.5,0.874868638141
195,0.874868638141
195.5,0.874868638141
196,0.874868638141
196.5,0.874868638141
197,0.874868638141
197.5,0.874868638141
198,0.874868638141
198.5,0.874868638141
199,0.874868638141
199.5,0.874868638141
200,0.874868638141
200.5,0.874868638141
201,0.874868638141
201.5,0.874868638141
202,0.874868638141
202.5,0.874868638141
203,0.874868638141
203.5,0.874868638141
204,0.874868638141
204.5,0.874868638141
205,0.874868638141
205.5,0.874868638141
206,0.874868638141
206.5,0.874868638141
207,0.874868638141
207.5,0.874868638141
208,0.874868638141
208.5,0.874868638141
209,0.874868638141
209.5,0.874868638141
210,0.874868638141
210.5,0.874868638141
211,0.874868638141
211.5,0.874868638141
212,0.874868638141
212.5,0.874868638141
213,0.874868638141
213.5,0.874868638141
214,0.874868638141
214.5,0.874868638141
215,0.874868638141
215.5,0.874868638141
216,0.874868638141
216.5,0.874868638141
217,0.874868638141
217.5,0.874868638141
218,0.874868638141
218.5,0.874868638141
219,0.874868638141
219.5,0.874868638141
220,0.874868638141
220.5,0.874868638141
221,0.874868638141
221.5,0.874868638141
222,0.874868638141
222.5,0.874868638141
223,0.874868638141
223.5,0.874868638141
224,0.874868638141
224.5,0.874868638141
225,0.874868638141
225.5,0.874868638141
226,0.874868638141
226.5,0.874868638141
227,0.874868638141
227.5,0.874868638141
228,0.874868638141
228.5,0.874868638141
229,0.874868638141
229.5,0.874868638141
230,0.874868638141
230.5,0.874868638141
231,0.874868638141
231.5,0.874868638141
232,0.874868638141
232.5,0.874868638141
233,0.874868638141
233.5,0.874868638141
234,0.874868638141
234.5,0.874868638141
235,0.874868638141
235.5,0.874868638141
236,0.874868638141
236.5,0.874868638141
237,0.874868638141
237.5,0.874868638141
238,0.874868638141
238.5,0.874868638141
239,0.874868638141
239.5,0.874868638141
240,0.874868638141
240.5,0.874868638141
241,0.874868638141
241.5,0.874868638141
242,0.874868638141
242.5,0.874868638141
243,0.874868638141
243.5,0.874868638141
244,0.874868638141
244.5,0.874868638141
245,0.874868638141
245.5,0.874868638141
246,0.874868638141
246.5,0.874868638141
247,0.874868638141
247.5,0.874868638141
248,0.874868638141
248.5,0.874868638141
249,0.874868638141
249.5,0.874868638141
250,0.874868638141
250.5,0.874868638141
251,0.874868638141
251.5,0.874868638141
252,0.874868638141
252.5,0.874868638141
253,0.874868638141
253.5,0.874868638141
254,0.874868638141
254.5,0.874868638141
255,0.874868638141
255.5,0.874868638141
256,0.874868638141
256.5,0.874868638141
257,0.874868638141
257.5,0.874868638141
258,0.874868638141
258.5,0.874868638141
259,0.874868638141
259.5,0.874868638141
260,0.874868638141
260.5,0.874868638141
261,0.874868638141
261.5,0.874868638141
262,0.874868638141
262.5,0.874868638141
263,0.874868638141
263.5,0.874868638141
264,0.874868638141
264.5,0.874868638141
265,0.874868638141
265.5,0.874868638141
266,0.874868638141
266.5,0.874868638141
267,0.874868638141
267.5,0.874868638141
268,0.874868638141
268.5,0.874868638141
269,0.874868638141
269.5,0.874868638141
270,0.874868638141
270.5,0.874868638141
271,0.874868638141
271.5,0.874868638141
272,0.874868638141
272.5,0.874868638141
273,0.874868638141
273.5,0.874868638141
274,0.874868638141
274.5,0.874868638141
275,0.874868638141
275.5,0.874868638141
276,0.874868638141
276.5,0.874868638141
277,0.874868638141
277.5,0.874868638141
278,0.874868638141
278.5,0.874868638141
279,0.874868638141
279.5,0.874868638141
280,0.874868638141
280.5,0.874868638141
281,0.874868638141
281.5,0.874868638141
282,0.874868638141
282.5,0.874868638141
283,0.874868638141
283.5,0.874868638141
284,0.874868638141
284.5,0.874868638141
285,0.874868638141
285.5,0.874868638141
286,0.874868638141
286.5,0.874868638141
287,0.874868638141
287.5,0.874868638141
288,0.874868638141
288.5,0.874868638141
289,0.874868638141
289.5,0.874868638141
290,0.874868638141
290.5,0.874868638141
291,0.874868638141
291.5,0.874868638141
292,0.874868638141
292.5,0.874868638141
293,0.874868638141
293.5,0.874868638141
294,0.874868638141
294.5,0.874868638141
295,0.874868638141
295.5,0.874868638141
296,0.874868638141
296.5,0.874868638141
297,0.874868638141
297.5,0.874868638141
298,0.874868638141
298.5,0.874868638141
299,0.874868638141
299.5,0.874868638141
300,0.874868638141
