t,Result
0,0
0.5,3.75158558504e-32
1,7.14467677939e-25
1.5,4.25906788028e-21
2,1.1567245626e-18
2.5,6.39355344018e-17
3,1.36297112715e-15
3.5,1.56061272134e-14
4,1.17053378341e-13
4.5,6.58619565772e-13
5,3.07448560137e-12
5.5,1.27821259873e-11
6,4.91477865593e-11
6.5,1.76329062609e-10
7,5.87207195012e-10
7.5,1.80418243812e-09
8,5.10590891565e-09
8.5,1.33436114672e-08
9,3.23646830749e-08
9.5,7.3301742377e-08
10,1.55999415769e-07
10.5,3.1382990611e-07
11,6.00089465039e-07
11.5,1.09607580043e-06
12,1.92083167123e-06
12.5,3.24241631072e-06
13,5.29044833417e-06
13.5,8.36956400995e-06
14,1.28733622334e-05
14.5,1.92983669913e-05
15,2.82575301321e-05
15.5,4.04928190146e-05
16,5.68864798431e-05
16.5,7.84706316649e-05
17,0.000106434921241
17.5,0.000142132048885
18,0.000187081054441
18.5,0.000242968326553
19,0.000311646364329
19.5,0.000395130376536
20,0.00049559284889
20.5,0.00061535624477
21,0.0007568840294
21.5,0.000922770223236
22,0.00111572769816
22.5,0.00133857543136
23,0.00159422492767
23.5,0.0018856660134
24,0.00221595219291
24.5,0.00258818574676
25,0.0030055027348
25.5,0.00347105805298
26,0.00398801067654
26.5,0.00455950920729
27,0.0051886778274
27.5,0.00587860274812
28,0.00663231922818
28.5,0.00745279922415
29,0.00834293972323
29.5,0.00930555179844
30,0.0103433504162
30.5,0.0114589450173
31,0.0126548308852
31.5,0.0139333813069
32,0.0152968405263
32.5,0.016747317485
33,0.0182867803387
33.5,0.0199170517348
34,0.0216398048325
34.5,0.0234565600429
35,0.0253686824654
35.5,0.027377379993
36,0.0294837020589
36.5,0.0316885389935
37,0.033992621961
37.5,0.0363965234448
38,0.0389006582484
38.5,0.0415052849797
39,0.0442105079866
39.5,0.0470162797109
40,0.0499224034287
40.5,0.0529285363463
41,0.0560341930199
41.5,0.0592387490699
42,0.0625414451586
42.5,0.0659413912058
43,0.0694375708119
43.5,0.0730288458633
44,0.0767139612955
44.5,0.0804915499877
45,0.0843601377677
45.5,0.0883181485034
46,0.0923639092611
46.5,0.0964956555106
47,0.100711536358
47.5,0.10500961979
48,0.109387897912
48.5,0.113844292162
49,0.118376658499
49.5,0.12298279253
50,0.127660434586
50.5,0.132407274725
51,0.13722095765
51.5,0.142099087538
52,0.147039232772
52.5,0.152038930563
53,0.15709569146
53.5,0.162207003741
54,0.167370337678
54.5,0.172583149676
55,0.177842886278
55.5,0.183146988033
56,0.188492893227
56.5,0.193878041477
57,0.199299877174
57.5,0.204755852796
58,0.210243432066
58.5,0.215760092979
59,0.221303330672
59.5,0.226870660169
60,0.232459618967
60.5,0.238067769497
61,0.243692701441
61.5,0.249332033912
62,0.254983417503
62.5,0.260644536204
63,0.266313109188
63.5,0.271986892475
64,0.27766368047
64.5,0.28334130738
65,0.289017648516
65.5,0.294690621483
66,0.300358187253
66.5,0.306018351138
67,0.311669163656
67.5,0.317308721297
68,0.322935167192
68.5,0.32854669169
69,0.334141532846
69.5,0.339717976817
70,0.345274358184
70.5,0.35080906019
71,0.356320514901
71.5,0.361807203297
72,0.367267655296
72.5,0.372700449705
73,0.378104214115
73.5,0.383477624738
74,0.388819406179
74.5,0.394128331167
75,0.399403220223
75.5,0.404642941294
76,0.409846409331
76.5,0.415012585834
77,0.420140478351
77.5,0.425229139951
78,0.430277668651
78.5,0.435285206819
79,0.44025094055
79.5,0.44517409901
80,0.450053953758
80.5,0.454889818049
81,0.459681046109
81.5,0.464427032401
82,0.46912721087
82.5,0.473781054173
83,0.478388072899
83.5,0.482947814775
84,0.487459863868
84.5,0.491923839771
85,0.49633939679
85.5,0.500706223124
86,0.505024040037
86.5,0.509292601037
87,0.513511691041
87.5,0.517681125555
88,0.521800749839
88.5,0.525870438087
89,0.529890092605
89.5,0.53385964299
90,0.537779045319
90.5,0.54164828134
91,0.545467357671
91.5,0.549236305002
92,0.552955177314
92.5,0.556624051095
93,0.560243024569
93.5,0.56381221694
94,0.567331767635
94.5,0.570801835565
95,0.574222598396
95.5,0.577594251826
96,0.580917008879
96.5,0.584191099205
97,0.587416768398
97.5,0.59059427732
98,0.593723901441
98.5,0.596805930192
99,0.599840666324
99.5,0.60282842529
100,0.605769534632
100.5,0.608664333382
101,0.611513171481
101.5,0.614316409201
102,0.617074416594
102.5,0.619787572939
103,0.622456266214
103.5,0.625080892573
104,0.627661855841
104.5,0.630199567022
105,0.632694443812
105.5,0.635146910136
106,0.637557395691
106.5,0.6399263355
107,0.642254169486
107.5,0.64454134205
108,0.646788301665
108.5,0.648995500485
109,0.651163393957
109.5,0.653292440458
110,0.655383100931
110.5,0.657435838537
111,0.659451118324
111.5,0.661429406896
112,0.663371172106
112.5,0.665276882744
113,0.667147008252
113.5,0.668982018439
114,0.670782383207
114.5,0.672548572295
115,0.674281055017
115.5,0.675980300031
116,0.677646775097
116.5,0.679280946858
117,0.680883280624
117.5,0.682454240164
118,0.683994287516
118.5,0.685503882788
119,0.686983483987
119.5,0.688433546842
120,0.689854524639
120.5,0.69124686807
121,0.692611025076
121.5,0.693947440713
122,0.695256557012
122.5,0.696538812853
123,0.697794643848
123.5,0.69902448222
124,0.700228756701
124.5,0.701407892428
125,0.702562310849
125.5,0.703692429632
126,0.704798662583
126.5,0.705881419567
127,0.706941106434
127.5,0.707978124955
128,0.708992872755
128.5,0.709985743262
129,0.710957125646
129.5,0.711907404779
130,0.712836961186
130.5,0.713746171007
131,0.714635405963
131.5,0.715505033325
132,0.716355415886
132.5,0.717186911937
133,0.717999875247
133.5,0.718794655051
134,0.719571596029
134.5,0.720331038304
135,0.721073317433
135.5,0.7217987644
136,0.722507705619
136.5,0.723200462935
137,0.723877353631
137.5,0.724538690429
138,0.725184781505
138.5,0.725815930501
139,0.726432436537
139.5,0.727034594226
140,0.727622693697
140.5,0.728197020611
141,0.728757856187
141.5,0.729305477222
142,0.729840156118
142.5,0.73036216091
143,0.730871755295
143.5,0.731369198661
144,0.731854746117
144.5,0.73232864853
145,0.732791152554
145.5,0.733242500667
146,0.733682931211
146.5,0.734112678421
147,0.73453197247
147.5,0.734941039505
148,0.735340101685
148.5,0.735729377227
149,0.73610908044
149.5,0.736479421772
150,0.736840607851
150.5,0.737192841525
151,0.737536321911
151.5,0.737871244432
152,0.738197800867
152.5,0.738516179393
153,0.738826564628
153.5,0.739129137681
154,0.73942407619
154.5,0.739711554377
155,0.739991743083
155.5,0.740264809822
156,0.740530918823
156.5,0.740790231077
157,0.741042904381
157.5,0.741289093386
158,0.741528949642
158.5,0.741762621644
159,0.741990254876
159.5,0.742211991859
160,0.742427972195
160.5,0.742638332611
161,0.742843207005
161.5,0.743042726492
162,0.743237019448
162.5,0.743426211551
163,0.74361042583
163.5,0.743789782705
164,0.743964400032
164.5,0.744134393147
165,0.744299874905
165.5,0.744460955727
166,0.74461774364
166.5,0.744770344317
167,0.744918861123
167.5,0.745063395149
168,0.74520404526
168.5,0.74534090813
169,0.745474078283
169.5,0.745603648134
170,0.745729708025
170.5,0.745852346266
171,0.74597164917
171.5,0.746087701095
172,0.746200584476
172.5,0.746310379866
173,0.74641716597
173.5,0.74652101968
174,0.746622016111
174.5,0.746720228637
175,0.746815728925
175.5,0.746908586966
176,0.746998871113
176.5,0.747086648109
177,0.747171983124
177.5,0.747254939783
178,0.7473355802
178.5,0.74741396501
179,0.747490153394
179.5,0.747564203117
180,0.747636170552
180.5,0.747706110708
181,0.747774077266
181.5,0.7478401226
182,0.747904297807
182.5,0.747966652736
183,0.748027236012
183.5,0.748086095065
184,0.748143276154
184.5,0.748198824394
185,0.74825278378
185.5,0.748305197211
186,0.748356106518
186.5,0.748405552482
187,0.748453574861
187.5,0.748500212413
188,0.748545502917
188.5,0.748589483196
189,0.748632189138
189.5,0.748673655717
190,0.748713917018
190.5,0.748753006249
191,0.748790955769
191.5,0.748827797105
192,0.748863560969
192.5,0.748898277282
193,0.748931975187
193.5,0.748964683071
194,0.748996428581
194.5,0.749027238642
195,0.749057139475
195.5,0.749086156613
196,0.749114314916
196.5,0.74914163859
197,0.749168151201
197.5,0.749193875689
198,0.749218834388
198.5,0.749243049035
199,0.749266540788
199.5,0.74928933024
200,0.74931143743
200.5,0.749332881862
201,0.749353682512
201.5,0.749373857846
202,0.74939342583
202.5,0.749412403943
203,0.74943080919
203.5,0.749448658113
204,0.749465966802
204.5,0.749482750909
205,0.749499025656
205.5,0.749514805848
206,0.749530105882
206.5,0.74954493976
207,0.749559321096
207.5,0.749573263126
208,0.749586778723
208.5,0.749599880399
209,0.749612580318
209.5,0.749624890307
210,0.74963682186
210.5,0.749648386152
211,0.749659594041
211.5,0.749670456082
212,0.749680982533
212.5,0.749691183362
213,0.749701068256
213.5,0.749710646626
214,0.749719927618
214.5,0.749728920116
215,0.749737632754
215.5,0.749746073916
216,0.74975425175
216.5,0.749762174169
217,0.749769848858
217.5,0.749777283284
218,0.749784484698
218.5,0.749791460139
219,0.749798216448
219.5,0.749804760265
220,0.749811098037
