t,Result
0,0
3,7.02661850234e-06
6,0.00023667265458
9,0.000922076134255
12,0.00175640058637
15,0.00247499836376
18,0.0030273739495
21,0.00343960746208
24,0.00374537605843
27,0.00397193645571
30,0.00413978063456
33,0.00426412303753
36,0.00435623818781
39,0.00442447877221
42,0.00447503264074
45,0.00451248386768
48,0.00454022841899
51,0.00456078208813
54,0.00457600862072
57,0.00458728871351
60,0.00459564521177
63,0.00460183585795
66,0.00460642200144
69,0.00460981950009
72,0.004612336429
75,0.0046142010158
78,0.00461558233567
81,0.0046166056426
84,0.00461736372702
87,0.00461792532977
90,0.00461834137532
93,0.00461864951713
96,0.00461882789212
99,0.00461883665609
102,0.00461883665645
105,0.00461883665645
108,0.00461883665645
111,0.00461883665645
114,0.00461883665645
117,0.00461883665645
120,0.00461883665645
123,0.00461883665645
126,0.00461883665645
129,0.00461883665645
132,0.00461883665645
135,0.00461883665645
138,0.00461883665645
141,0.00461883665645
144,0.00461883665645
147,0.00461883665645
150,0.00461883665645
153,0.00461883665645
156,0.00461883665645
159,0.00461883665645
162,0.00461883665645
165,0.00461883665645
168,0.00461883665645
171,0.00461883665645
174,0.00461883665645
177,0.00461883665645
180,0.00461883665645
183,0.00461883665645
186,0.00461883665645
189,0.00461883665645
192,0.00461883665645
195,0.00461883665645
198,0.00461883665645
201,0.00461883665645
204,0.00461883665645
207,0.00461883665645
210,0.00461883665645
213,0.00461883665645
216,0.00461883665645
219,0.00461883665645
222,0.00461883665645
225,0.00461883665645
228,0.00461883665645
231,0.00461883665645
234,0.00461883665645
237,0.00461883665645
240,0.00461883665645
243,0.00461883665645
246,0.00461883665645
249,0.00461883665645
252,0.00461883665645
255,0.00461883665645
258,0.00461883665645
261,0.00461883665645
264,0.00461883665645
267,0.00461883665645
270,0.00461883665645
273,0.00461883665645
276,0.00461883665645
279,0.00461883665645
282,0.00461883665645
285,0.00461883665645
288,0.00461883665645
291,0.00461883665645
294,0.00461883665645
297,0.00461883665645
300,0.00461883665645
